1,53,80,4,11 ms
2,2500,3125,5,168468 ms
3,2500,5000,5,174747 ms
4,2500,12500,5,159970 ms
5,2500,62500,5,127546 ms
6,55,82,6,257 ms
7,157,266,6,2271 ms
8,307,526,6,9025 ms
9,57,84,8,4895 ms
10,64,288,8,6202 ms
11,64,288,8,6104 ms
12,160,269,9,193014 ms
13,640,960,9,4293220 ms
