1,53,80,4,12 ms
2,2500,3125,5,157987 ms
3,2500,5000,5,178727 ms
4,2500,12500,5,194029 ms
5,2500,62500,5,165805 ms
6,55,82,6,239 ms
7,157,266,6,2234 ms
8,307,526,6,9048 ms
9,57,84,8,4862 ms
10,64,288,8,6089 ms
11,64,288,8,6143 ms
12,160,269,9,218151 ms
13,640,960,9,5226553 ms
14,640,960,9,4917404 ms
15,640,960,9,4251642 ms
16,640,960,9,4213824 ms
17,640,960,9,4290716 ms
18,640,4135,9,4095799 ms
19,640,4135,9,4101290 ms
27,90,135,10,232640 ms
